632	1481
278	1137
817	930
643	1492
653	1502
296	1155
777	890
63	927
317	1176
35	899
344	1203
182	1042
48	912
602	1451
373	1232
625	1474
318	1177
334	1193
209	1068
814	1616
601	1450
345	1204
647	1496
177	1037
608	1457
250	1109
27	891
369	1228
234	1093
376	1235
267	1126
816	929
45	909
321	1180
261	1120
46	910
617	1466
633	1482
802	915
211	1070
279	1138
377	1236
184	1044
308	1167
239	1098
25	889
650	1499
204	1063
361	1220
354	1213
614	1463
312	1171
220	1079
332	1191
639	1488
268	1127
618	1467
237	1096
339	1198
358	1217
342	1201
188	1048
61	925
333	1192
362	1221
622	1471
324	1183
642	1491
811	1613
801	914
340	1199
783	896
26	890
805	1609
295	1154
624	1473
306	1165
36	900
350	1209
248	1107
798	1606
626	1475
347	1206
329	1188
364	1223
263	1122
799	1607
247	1106
30	894
216	1075
806	919
631	1480
213	1072
651	1500
341	1200
346	1205
197	1057
791	1604
232	1091
203	1062
189	1049
29	893
192	1052
645	1494
32	896
327	1186
179	1039
226	1085
612	1461
273	1132
796	909
180	1040
378	1237
800	1608
363	1222
804	917
288	1147
349	1208
44	908
55	919
319	1178
630	1479
57	921
294	1153
238	1097
270	1129
194	1054
640	1489
214	1073
186	1046
258	1117
292	1151
176	1036
212	1071
336	1195
775	888
353	1212
175	1035
314	1173
217	1076
249	1108
298	1157
284	1143
320	1179
300	1159
654	1503
289	1148
316	1175
53	917
28	892
183	1043
305	1164
355	1214
343	1202
276	1135
245	1104
231	1090
370	1229
243	1102
315	1174
47	911
60	924
326	1185
323	1182
322	1181
193	1053
246	1105
196	1056
810	923
803	916
283	1142
66	930
291	1150
299	1158
290	1149
302	1161
356	1215
195	1055
39	903
788	901
352	1211
252	1111
309	1168
281	1140
269	1128
797	910
609	1458
230	1089
792	905
795	908
784	897
277	1136
244	1103
634	1483
233	1092
794	907
652	1501
374	1233
208	1067
286	1145
781	1602
785	898
610	1459
330	1189
41	905
293	1152
210	1069
190	1050
198	1058
52	916
774	887
813	1615
215	1074
367	1226
304	1163
199	1059
222	1081
348	1207
254	1113
112	975
40	904
793	1605
187	1047
365	1224
274	1133
648	1497
257	1116
225	1084
251	1110
49	913
219	1078
265	1124
191	1051
644	1493
815	1617
256	1115
776	889
24	888
37	901
604	1453
809	1612
228	1087
787	1603
221	1080
242	1101
606	1455
627	1476
338	1197
328	1187
178	1038
307	1166
259	1118
31	895
786	899
227	1086
359	1218
272	1131
637	1486
50	914
360	1219
241	1100
310	1169
65	929
607	1456
335	1194
200	1060
372	1231
371	1230
603	1452
375	1234
235	1094
59	923
789	902
43	907
649	1498
297	1156
282	1141
223	1082
301	1160
351	1210
114	977
201	1061
613	1462
206	1065
264	1123
357	1216
808	1611
366	1225
313	1172
33	897
778	891
628	1477
207	1066
260	1119
224	1083
23	887
38	902
42	906
331	1190
620	1469
253	1112
790	903
779	1600
255	1114
605	1454
325	1184
113	976
285	1144
280	1139
54	918
303	1162
181	1041
638	1487
271	1130
240	1099
229	1088
62	926
311	1170
266	1125
782	895
218	1077
185	1045
368	1227
205	1064
236	1095
337	1196
287	1146
202	906
812	1614
51	915
34	898
621	1470
275	1134
262	1121
619	1468
780	1601
64	928
58	922
