0	127764
1	134049
2	127764
3	134049
4	125047
5	127764
6	127764
7	134049
8	125047
9	127764
10	125047
11	127764
12	134049
13	127764
14	125047
15	127764
16	134049
17	127764
18	134049
19	127764
20	127764
21	134049
22	127764
23	134049
24	127764
25	134049
26	127764
27	134049
28	127764
29	134049
30	134049
31	127764
32	127764
33	126715
34	127764
35	134049
36	127764
37	134049
38	134049
39	127764
40	134049
41	127764
42	134049
43	127764
44	134049
45	127764
46	125047
47	127764
48	134049
49	127764
50	134049
51	127764
52	125047
53	127764
54	134049
55	127764
56	127764
57	134049
58	127764
59	134049
60	134049
61	127764
62	127764
63	134049
64	134049
65	127764
66	134049
67	127764
68	125047
69	127764
70	125047
71	127764
72	127764
73	134049
74	134049
75	127764
76	125047
77	127764
78	125047
79	127764
80	127764
81	125047
82	127764
83	125047
84	125047
85	127764
86	127764
87	134049
88	125047
89	127764
90	127764
91	134049
92	125047
93	127764
94	125047
95	127764
96	125047
97	127764
98	134049
99	127764
100	125047
101	127764
102	125047
103	127764
104	127764
105	134049
106	134049
107	127764
108	127764
109	134049
110	134049
111	134049
112	127764
113	134049
114	127764
115	134049
116	127764
117	127764
118	134049
119	134049
120	127764
121	127764
122	125047
123	134049
124	127764
125	134049
126	127764
127	127764
128	125047
129	127764
130	134049
131	134049
132	127764
133	134049
134	127764
135	134049
136	127764
137	134049
138	127764
139	134049
140	127764
141	127764
142	134049
143	127764
144	134049
145	125047
146	127764
147	127764
148	125047
149	125047
150	127764
151	127764
152	125047
153	134049
154	127764
155	125047
156	127764
157	127764
158	134049
159	134049
160	127764
161	134049
162	127764
163	134049
164	127764
165	134049
166	127764
167	125047
168	127764
169	134049
170	127764
171	127764
172	134049
173	134049
174	127764
175	127764
176	134049
177	127764
178	134049
179	134049
180	127764
181	127764
182	134049
183	127764
184	134049
185	127764
186	134049
187	125047
188	127764
189	125047
190	127764
191	134049
192	127764
193	127764
194	134049
195	134049
196	125575
197	125575
198	134049
199	134049
200	125575
201	127764
202	134049
203	127764
204	134049
205	125047
206	127764
207	125047
208	127764
209	134049
210	125575
211	134049
212	125575
213	125575
214	134049
215	125047
216	125575
217	125575
218	125047
219	125047
220	125047
221	125575
222	134049
223	125575
224	125047
225	125575
226	127764
227	134049
228	125047
229	127764
230	127764
231	134049
232	134049
233	127764
234	134049
235	127764
236	127764
237	134049
238	127764
239	134049
240	134049
241	127764
242	125047
243	127764
244	125047
245	127764
246	127764
247	134049
248	127764
249	134049
250	125047
251	127764
252	125047
253	127764
254	127764
255	125047
256	127764
257	134049
258	134049
259	125575
260	134049
261	125575
262	125575
263	134049
264	125575
265	134049
266	125575
267	134049
268	125575
269	134049
270	125047
271	125575
272	134049
273	125575
274	125575
275	134049
276	125575
277	125575
278	125047
279	134049
280	125575
281	125575
282	134049
283	134049
284	125047
285	134049
286	125575
287	134049
288	125575
289	125575
290	134049
291	125575
292	134049
293	134049
294	125575
295	134049
296	125575
297	125575
298	134049
299	125575
300	134049
301	125575
302	134049
303	125047
304	125575
305	125575
306	125047
307	134049
308	125575
309	125575
310	125047
311	125575
312	125047
313	125047
314	125575
315	125575
316	125047
317	125575
318	125047
319	125047
320	125575
321	125047
322	125575
323	134049
324	125575
325	125575
326	125047
327	125575
328	125575
329	134049
330	125575
331	134049
332	125575
333	134049
334	125575
335	134049
336	134049
337	125575
338	134049
339	125575
340	125575
341	134049
342	125047
343	125575
344	125575
345	125047
346	125047
347	125575
348	125575
349	134049
350	125575
351	125047
352	125575
353	134049
354	134049
355	125575
356	125575
357	134049
358	125575
359	125047
360	125575
361	125047
362	125047
363	125575
364	125575
365	134049
366	134049
367	125575
368	125575
369	134049
370	125575
371	134049
372	125575
373	125047
374	125047
375	125575
376	125047
377	125575
378	125575
379	134049
380	125575
381	134049
382	125575
383	134049
384	134049
385	125575
386	125575
387	134049
388	125575
389	134049
390	125575
391	134049
392	125575
393	134049
394	125575
395	134049
396	134049
397	125575
398	125047
399	125575
400	125575
401	134049
402	134049
403	125575
404	125575
405	134049
406	125047
407	134049
408	125047
409	125575
410	125047
411	125575
412	125575
413	134049
414	134049
415	125575
416	125575
417	134049
418	125047
419	125575
420	125575
421	125047
422	125575
423	134049
424	125575
425	134049
426	134049
427	125575
428	125047
429	125575
430	134049
431	125575
432	134049
433	125575
434	125575
435	134049
436	134049
437	125575
438	134049
439	125575
440	125575
441	134049
442	125575
443	134049
444	134049
445	125575
446	125575
447	134049
448	125575
449	134049
450	125575
451	134049
452	134049
453	125575
454	125047
455	134049
456	134049
457	125575
458	134049
459	125575
460	125047
461	125575
462	125047
463	125575
464	134049
465	125575
466	134049
467	125575
468	125575
469	125047
470	125047
471	125575
472	125575
473	134049
474	125575
475	125047
476	125575
477	134049
478	125575
479	125047
480	125575
481	134049
482	125575
483	134049
484	125575
485	134049
486	134049
487	125575
488	134049
489	125575
490	134049
491	125575
492	134049
493	125575
494	134049
495	125575
496	125047
497	125575
498	125575
499	134049
500	134049
501	125575
502	125575
503	134049
504	125575
505	134049
506	125575
507	125047
508	125575
509	134049
510	125575
511	134049
512	125575
513	134049
514	134049
515	125575
516	125575
517	125047
518	125575
519	134049
520	125047
521	125575
522	134049
523	125575
524	134049
525	134049
526	125575
527	125575
528	125047
529	134049
530	125575
531	134049
532	125575
533	125575
534	134049
535	134049
536	125575
537	125575
538	125047
539	125575
540	125047
541	125575
542	134049
543	134049
544	125575
545	125047
546	125575
547	134049
548	125575
549	134049
550	125575
551	125575
552	125047
553	125575
554	134049
555	134049
556	125575
557	125575
558	134049
559	134049
560	125575
561	125575
562	134049
563	134049
564	125575
565	125575
566	134049
567	125575
568	125047
569	125575
570	134049
571	134049
572	125575
573	125575
574	134049
575	125575
576	134049
577	125575
578	125047
579	125575
580	125047
581	134049
582	125575
583	125575
584	134049
585	134049
586	125047
587	125047
588	134049
589	134049
590	125047
591	134049
592	125575
593	125575
594	134049
595	134049
596	125575
597	125575
598	134049
599	125575
600	134049
601	134049
602	125575
603	125575
604	134049
605	125575
606	125047
607	125047
608	125575
609	134049
610	125575
611	125575
612	134049
613	125575
614	134049
615	134049
616	125575
617	125047
618	125575
619	125575
620	125047
621	125575
622	125047
623	125047
624	125575
625	134049
626	125575
627	125575
628	134049
629	134049
630	125575
631	125575
632	134049
633	134049
634	125575
635	134049
636	125575
637	125047
638	125575
639	125575
640	134049
641	125575
642	134049
643	134049
644	125575
645	125047
646	134049
647	125575
648	134049
649	125047
650	125575
651	125575
652	134049
653	125575
654	134049
655	125575
656	134049
657	134049
658	125047
659	134049
660	125575
661	134049
662	125047
663	134049
664	125575
665	134049
666	125575
667	134049
668	125575
669	125575
670	134049
671	134049
672	125575
673	125575
674	134049
675	125575
676	134049
677	134049
678	125575
679	125575
680	134049
681	125575
682	134049
683	125575
684	134049
685	125575
686	125575
687	134049
688	125575
689	125047
690	125575
691	134049
692	134049
693	125575
694	134049
695	125575
696	134049
697	125575
698	134049
699	125575
700	134049
701	125575
702	134049
703	125575
704	134049
705	125575
706	134049
707	125575
708	134049
709	125575
710	125575
711	125047
712	134049
713	125575
714	125575
715	134049
716	125575
717	134049
718	134049
